PHARMACY_ODS_CODE_F_CODE,SiteName,Postcode,Latitude,Longitude,GeocodeMethod,MatchedAddress
FML57,BERKLEY COURT PHARMACY,NW1 6AE,51.522541,-0.158229,postcode_centroid,
FML78,RUMSEY CHEMISTS,SE21 7BN,51.451207,-0.085583,postcode_centroid,
FML79,TESCO INSTORE PHARMACY,UB7 7FP,51.515588,-0.477318,postcode_centroid,
FML90,DUNCANS CHEMIST,BR1 4JX,51.420947,-0.001627,postcode_centroid,
FMM53,WOODSIDE PHARMACY BEACONTREE,E11 4RD,51.563894,0.009642,postcode_centroid,
FMM62,NUCHEM PHARMACY,UB3 3EW,51.507258,-0.417335,postcode_centroid,
FMN00,CRAILMAY PHARMACY,E7 8JG,51.544202,0.031964,postcode_centroid,
FMN04,OSBON PHARMACY,HA8 5QL,51.597639,-0.278615,postcode_centroid,
FMN80,BRITANNIA PHARMACY,IG1 1XG,51.559119,0.084292,postcode_centroid,
FMP00,DAYNIGHT PHARMACY,IG11 8ED,51.53853,0.08002,postcode_centroid,
FMP16,SHRI PHARMACY,NW9 9EG,51.584844,-0.278666,postcode_centroid,
FMQ11,AUMEX PHARMACY,CR0 0JD,51.34096,-0.014009,postcode_centroid,
FMR26,BROWNE AF LTD,SE2 9RH,51.490321,0.12156,postcode_centroid,
FMT16,PHILLIPS PHARMACY,UB7 7DS,51.512626,-0.4722,postcode_centroid,
FMT20,GOKUL CHEMIST,SE12 0JS,51.442716,0.015382,postcode_centroid,
FMT36,BARKERS CHEMIST,SW17 7TG,51.430554,-0.165095,postcode_centroid,
FMT45,CAPLET PHARMACY,N11 1PP,51.614031,-0.139997,postcode_centroid,
FMT53,AKRO PHARMACY,E7 8NP,51.543452,0.036791,postcode_centroid,
FMT61,REMEDY'S PHARMACY,W9 1SZ,51.525685,-0.178732,postcode_centroid,
FMV02,BOOTS,NW3 1QE,51.556305,-0.177624,postcode_centroid,
FMV67,TESCO INSTORE PHARMACY,E11 1HT,51.570181,0.012199,postcode_centroid,
FMW48,GUARDIAN PHARMACY,E8 4AE,51.543331,-0.075849,postcode_centroid,
FMW86,FAIRGREEN PHARMACY,CR4 3NA,51.405436,-0.164462,postcode_centroid,
FMY69,FOURWAYS CHEMISTS,SE5 8RZ,51.473196,-0.093403,postcode_centroid,
FN008,C ATKINSON CHEMIST,N21 2HG,51.642193,-0.096135,postcode_centroid,
FN030,DAY LEWIS PHARMACY,SW17 8DS,51.430196,-0.156003,postcode_centroid,
FN052,CROFTON PHARMACY,BR6 8DG,51.378563,0.08164,postcode_centroid,
FN058,MILLENNIUM PHARMACY,SW9 6BH,51.478127,-0.112466,postcode_centroid,
FN113,OVERTON & PICKUP,HA3 8DQ,51.587157,-0.3054,postcode_centroid,
FN123,WH BURDESS CHEMIST LTD,RM7 8BU,51.582916,0.164714,postcode_centroid,
FN141,UNIPHARM PHARMACY,E2 8AN,51.534303,-0.077541,postcode_centroid,
FN142,BABA CHEMIST,SW2 2TH,51.454776,-0.113242,postcode_centroid,
FN172,BOOTS,NW1 5RT,51.523314,-0.157665,postcode_centroid,
FN289,CK PHARMACY,HA0 3EL,51.555089,-0.315348,postcode_centroid,
FN299,BOOTS,WC2B 6NH,51.516961,-0.120561,postcode_centroid,
FN330,BARKERS CHEMIST,CR0 1RN,51.373722,-0.104738,postcode_centroid,
FN420,BOOTS,E20 1EH,51.543596,-0.006612,postcode_centroid,
FN445,STICKLAND CHEMIST,SW7 2NA,51.494159,-0.174256,postcode_centroid,
FN448,ELMERS PHARMACY,BR3 3DY,51.39153,-0.038844,postcode_centroid,
FN455,SHADFORTH PHARMACEUTICAL CO LTD,RM2 5SU,51.574468,0.204043,postcode_centroid,
FN508,OSBON PHARMACY,N1 2SN,51.53987,-0.097409,postcode_centroid,
FN591,BOOTS,HA6 2XY,51.61124,-0.424913,postcode_centroid,
FN623,MILLENNIUM PHARMACY,SW9 7BJ,51.475602,-0.107041,postcode_centroid,
FN642,GRAY'S INN PHARMACY,WC1X 8TP,51.522682,-0.114473,postcode_centroid,
FN733,KRISTAL PHARMACY,SE15 3HB,51.466056,-0.056772,postcode_centroid,
FN742,BROADWAY CHEMIST,NW9 7EE,51.57716,-0.238905,postcode_centroid,
FN753,STREATHAM PHARMACY,SW2 4UD,51.438802,-0.125944,postcode_centroid,
FN758,DUKES PHARMACY,N10 1DJ,51.591643,-0.142442,postcode_centroid,
FN761,GEES CHEMIST,SW1V 1QT,51.49255,-0.139444,postcode_centroid,
FN829,STERLING CHEMIST,SW19 7NE,51.421906,-0.207743,postcode_centroid,
FN869,CLICK PHARMACY,E7 0QH,51.548598,0.02528,postcode_centroid,
FN954,COOMBE HILL PHARMACY,KT1 3RU,51.408282,-0.274219,postcode_centroid,
FNA06,DANIELS PHARMACY,E18 1AN,51.592717,0.026736,postcode_centroid,
FNA07,FAIRLOP PHARMACY,IG6 2AH,51.591386,0.082766,postcode_centroid,
FNA19,REIDS PHARMACY,N9 9JJ,51.634105,-0.071114,postcode_centroid,
FNA31,P & S CHEMIST,IG1 2RJ,51.555345,0.071987,postcode_centroid,
FNA63,ALPERTON JADE PHARMACY,HA0 4LL,51.541612,-0.298064,postcode_centroid,
FNA96,TALATI CHEMIST,RM10 8QS,51.541844,0.148141,postcode_centroid,
FNC29,PARRY JONES PHARMACY,EN5 5UR,51.654093,-0.201837,postcode_centroid,
FNC36,PYRAMID PHARMACY,BR2 0TY,51.392415,0.002448,postcode_centroid,
FNC99,DR CARE PHARMACY,W10 5NP,51.522016,-0.207953,postcode_centroid,
FND49,DAY LEWIS PHARMACY,SW9 7RX,51.476792,-0.106128,postcode_centroid,
FND94,ARKLE PHARMACY,N19 5QU,51.563778,-0.135238,postcode_centroid,
FNE05,ESTONS PHARMACY,N18 2TW,51.611078,-0.065823,postcode_centroid,
FNE37,RUSHEY GREEN PHARMACY,SE6 4JH,51.449319,-0.018019,postcode_centroid,
FNE38,HEALTHCHEM PHARMACY,SW12 9AZ,51.44234,-0.153413,postcode_centroid,
FNF09,NVS PHARMACY,W1U 7BR,51.518596,-0.155563,postcode_centroid,
FNF21,CORAL PHARMACY,N8 8LA,51.586861,-0.133514,postcode_centroid,
FNF62,VANTAGE PHARMACY,UB3 2NU,51.517574,-0.428162,postcode_centroid,
FNG23,MANSONS PHARMACY,SW18 4JE,51.456954,-0.197361,postcode_centroid,
FNG24,BOOTS,CR5 2ND,51.321375,-0.137896,postcode_centroid,
FNG45,SHEEL PHARMACY,SE15 3QF,51.465342,-0.058141,postcode_centroid,
FNH26,DOORSTEP PHARMACY,HA1 3LP,51.569973,-0.340065,postcode_centroid,
FNH88,SINCLAIRS,E3 5EL,51.533125,-0.029865,postcode_centroid,
FNH97,FINSTEAD (HOXTON) LTD,N1 6RA,51.532353,-0.080378,postcode_centroid,
FNJ57,SHERMAN CHEMISTS,E16 4HP,51.518654,0.012651,postcode_centroid,
FNJ72,GREEN LIGHT PHARMACY,N4 1JX,51.581943,-0.099392,postcode_centroid,
FNK00,HAWKS PHARMACY,KT1 3DG,51.408156,-0.293233,postcode_centroid,
FNK40,WICKHAM ROAD PHARMACY,CR0 8TE,51.374687,-0.050168,postcode_centroid,
FNK71,BORNO CHEMISTS LIMITED,IG2 7LT,51.577094,0.086398,postcode_centroid,
FNK76,HOLBORN PHARMACY,WC1B 4BB,51.519924,-0.121939,postcode_centroid,
FNL59,FIRST PHARMACY,SM6 0LY,51.358606,-0.14986,postcode_centroid,
FNL71,BENTLEYS PHARMACY,SE4 2BY,51.454597,-0.037741,postcode_centroid,
FNL97,SPEEDWELL PHARMACY,W10 6DZ,51.522364,-0.217194,postcode_centroid,
FNM06,MYHEALTH PHARMACY,SW6 1LU,51.4802,-0.199123,postcode_centroid,
FNM10,CATTO CHEMIST,E12 6RH,51.545906,0.049246,postcode_centroid,
FNM19,NOWELLS PHARMACY,HA3 5ES,51.603504,-0.339939,postcode_centroid,
FNM38,WEST LONDON PHARMACY,W4 1PR,51.492924,-0.254444,postcode_centroid,
FNM41,WILKES CHEMIST,CR7 8LZ,51.403543,-0.101463,postcode_centroid,
FNM67,CARTERS PHARMACY,HA5 2NJ,51.590992,-0.411784,postcode_centroid,
FNM74,BOOTS,TW9 4AD,51.478312,-0.278864,postcode_centroid,
FNN54,KEENCARE PHARMACY,HA1 1BE,51.58023,-0.335996,postcode_centroid,
FNN57,WALWORTH PHARMACY,SE17 1JE,51.488711,-0.096329,postcode_centroid,
FNN90,AMIN PHARMACY,SE4 2SA,51.460296,-0.033854,postcode_centroid,
FNP06,BLACKHEATH STANDARD PHARMACY,SE3 7DH,51.477959,0.019009,postcode_centroid,
FNP17,BOOTS,E1 0LB,51.513566,-0.049749,postcode_centroid,
FNP72,MUSWELL HILL PHARMACY,N10 3HN,51.590197,-0.145995,postcode_centroid,
FNQ01,PEACE PHARMACY,HA9 8JU,51.562409,-0.292325,postcode_centroid,
FNQ46,EDGARS CHEMISTS,NW10 2NY,51.548363,-0.237581,postcode_centroid,
FNR03,CARE CHEMISTS,SW15 4DQ,51.449477,-0.242169,postcode_centroid,
FNV18,WELLCARE PHARMACY,NW1 9QB,51.546288,-0.141549,postcode_centroid,
FNW07,ANNA PHARMACY AT THE TUDOR,SM5 2RR,51.374101,-0.176865,postcode_centroid,
FNW15,CAREHEALTH PHARMACY,E16 3JL,51.515198,0.032043,postcode_centroid,
FNW18,KNIGHTONS PHARMACY,DA17 5JG,51.482365,0.145661,postcode_centroid,
FNW34,WIDDICOMBE CHEMIST,SE13 6RT,51.450701,-0.006186,postcode_centroid,
FNW37,BRITANNIA PHARMACY,E14 0XA,51.512639,-0.005312,postcode_centroid,
FNW76,PAXALL CHEMIST,SW1V 3EB,51.48845,-0.137752,postcode_centroid,
FNW81,THOMAS PHARMACY,IG11 7NP,51.537272,0.080972,postcode_centroid,
FNW87,HAYES TOWN PHARMACY,UB3 3EA,51.507831,-0.417128,postcode_centroid,
FNW97,CAMDEN PHARMACY,NW5 3HY,51.546683,-0.15173,postcode_centroid,
FNX01,VICTORIA PARK PHARMACY,E9 7HD,51.538448,-0.043767,postcode_centroid,
FNX52,CHELSFIELD PHARMACY,BR6 6EY,51.35635,0.105324,postcode_centroid,
FNX93,GROSSMAN PHARMACY,NW2 7ET,51.566741,-0.233797,postcode_centroid,
FNY07,WELL,EN1 3EP,51.654517,-0.080902,postcode_centroid,
FNY66,HILLCREST PHARMACY,W11 4UA,51.506822,-0.207613,postcode_centroid,
FNY79,CW ANDREW,N2 9PJ,51.587709,-0.16391,postcode_centroid,
FP029,DAY LEWIS PHARMACY,DA15 9PS,51.450941,0.103599,postcode_centroid,
FP089,BOOTS,E11 1HQ,51.567971,0.010485,postcode_centroid,
FP107,KRYSTAL PHARMACY,SW11 3BP,51.472135,-0.166149,postcode_centroid,
FP136,EDWARDS & TAYLOR,TW14 8BN,51.453386,-0.428783,postcode_centroid,
FP222,CLICKRX,IG8 7BN,51.601576,0.039131,postcode_centroid,
FP233,VILLAGE PHARMACY,HA5 4HS,51.608243,-0.373286,postcode_centroid,
FP266,ROUND THE CLOCK PHARMACY,SW13 9HH,51.47428,-0.244025,postcode_centroid,
FP273,B R LEWIS CHEMISTS,DA16 3HQ,51.465832,0.109683,postcode_centroid,
FP295,WALLACE PRING PHARMACY,BR2 9QE,51.391454,0.036357,postcode_centroid,
FP364,MILLENNIUM PHARMACY,SW9 6NB,51.477366,-0.109906,postcode_centroid,
FP366,BOOTS,N22 6BA,51.595222,-0.109262,postcode_centroid,
FP398,H.A. MCPARLAND,UB8 2LX,51.539552,-0.481421,postcode_centroid,
FP402,DAY LEWIS PHARMACY,SM6 9DA,51.353423,-0.134299,postcode_centroid,
FP414,BROWNS CHEMIST,W9 2EU,51.527514,-0.195843,postcode_centroid,
FP436,PATERSON HEATH & CO LTD,SE11 6EE,51.492741,-0.11643,postcode_centroid,
FP526,TESCO INSTORE PHARMACY,CR8 2HA,51.338026,-0.116245,postcode_centroid,
FP607,OSBON PHARMACY,DA14 6EH,51.425763,0.10398,postcode_centroid,
FP632,LANSBURY PHARMACY (HAYES),UB4 8SE,51.526583,-0.418669,postcode_centroid,
FP643,ATKINSONS CHEMIST,N21 3RE,51.631315,-0.095725,postcode_centroid,
FP685,KAMSONS PHARMACY,CR4 3PR,51.407323,-0.181684,postcode_centroid,
FP741,MY PHARMACY,N14 4EY,51.646986,-0.134239,postcode_centroid,
FP803,ANDREWS PHARMACY,SW1X 9BZ,51.493359,-0.15762,postcode_centroid,
FP809,WESTLAKE PHARMACY,NW11 7ES,51.579648,-0.198484,postcode_centroid,
FP835,WOODS CHEMIST,NW8 8ES,51.523761,-0.169568,postcode_centroid,
FP881,LADY MARGARET ROAD PHARMACY,UB1 2PT,51.518961,-0.375518,postcode_centroid,
FPA29,WELL,N19 5QT,51.564865,-0.134631,postcode_centroid,
FPA70,BECKENHAM PHARMACY,BR3 1ED,51.408329,-0.025457,postcode_centroid,
FPC00,MANGAL PHARMACY,SE9 6SZ,51.457939,0.049708,postcode_centroid,
FPC57,TESCO INSTORE PHARMACY,IG8 8GE,51.59207,0.040192,postcode_centroid,
FPC65,WELLCARE PHARMACY,N16 9PX,51.551519,-0.086019,postcode_centroid,
FPC86,BOOTS,KT9 1QL,51.363932,-0.299602,postcode_centroid,
FPC93,GROVE PHARMACY,SE7 8UG,51.482064,0.036992,postcode_centroid,
FPD73,GOVANI CHEMISTS,RM14 2TD,51.558504,0.250535,postcode_centroid,
FPE14,PESTLE & MORTAR,W12 7PA,51.510232,-0.230796,postcode_centroid,
FPE58,RJ'S PHARMACY,HA0 4QG,51.544656,-0.297143,postcode_centroid,
FPE73,GOLDMANTLE PHARMACY,CR0 9AS,51.350869,-0.038025,postcode_centroid,
FPE92,SUPERDRUG PHARMACY,IG11 8DN,51.538202,0.08025,postcode_centroid,
FPE95,WHITAKERS PHARMACY,EN2 6NL,51.657525,-0.087801,postcode_centroid,
FPF04,HEALTH PHARMACY,HA5 5DY,51.576879,-0.370842,postcode_centroid,
FPF11,PEARCARE PHARMACY,KT5 9AG,51.39001,-0.282884,postcode_centroid,
FPF52,BOUTALLS PHARMACY,WC1N 3LW,51.522071,-0.118419,postcode_centroid,
FPF94,HEALTH FIRST PHARMACY,HA9 8HF,51.562,-0.283352,postcode_centroid,
FPG04,FORWARD PHARMACY,SW13 0DQ,51.474806,-0.24075,postcode_centroid,
FPG12,BOOTS,E13 9AP,51.536756,0.034531,postcode_centroid,
FPG23,WORTHCARE LTD,SE28 8BE,51.505665,0.109491,postcode_centroid,
FPG37,BHOGAL PHARMACY,TW5 0AB,51.477255,-0.384042,postcode_centroid,
FPG40,LINGS CHEMIST,SE1 5LU,51.489632,-0.078918,postcode_centroid,
FPG52,ST GEORGES PHARMACY,SE1 6ET,51.495873,-0.103219,postcode_centroid,
FPH27,BAKER ST PHARMACY,EN1 3LD,51.662135,-0.078801,postcode_centroid,
FPJ12,BROOK PHARMACY,SE12 9QL,51.431829,0.029261,postcode_centroid,
FPJ69,ALEXANDRA PHARMACY,HA2 9BN,51.564467,-0.3655,postcode_centroid,
FPK47,GREENLIGHT PHARMACY,W12 7JD,51.505882,-0.227377,postcode_centroid,
FPK59,TOUCHWOOD PHARMACY,SW16 1BB,51.431138,-0.129782,postcode_centroid,
FPK91,TESCO INSTORE PHARMACY,DA14 5BN,51.411853,0.121806,postcode_centroid,
FPL60,OCEAN PHARMACY,E18 2QL,51.593362,0.022693,postcode_centroid,
FPM10,SUPERDRUG PHARMACY,SW16 3LU,51.414842,-0.120697,postcode_centroid,
FPM24,EASTCOTE PHARMACY,HA5 1QG,51.580161,-0.399591,postcode_centroid,
FPM41,DICKINSON CHEMIST,SE9 1UT,51.457246,0.059495,postcode_centroid,
FPM75,MEDS POINT PHARMACY,E13 0HG,51.525214,0.01346,postcode_centroid,
FPM91,SOUTH EALING PHARMACY,W5 4RJ,51.497131,-0.30586,postcode_centroid,
FPN02,SG MANNING PHARMACY,SW2 1HT,51.445848,-0.124562,postcode_centroid,
FPN09,TESCO INSTORE PHARMACY,RM6 4HY,51.566547,0.111961,postcode_centroid,
FPN35,SHAH PHARMACY,TW4 7HT,51.473606,-0.389413,postcode_centroid,
FPN49,I WARMAN FREED,NW11 8EL,51.572253,-0.198272,postcode_centroid,
FPP02,REDBRIDGE PHARMACY,IG4 5ET,51.581242,0.057259,postcode_centroid,
FPP06,LOTUS PHARMACY,BR3 3RA,51.398818,-0.042285,postcode_centroid,
FPP76,LEOPRIM CHEMIST,N1 3PB,51.543522,-0.090248,postcode_centroid,
FPP80,ICON PHARMACY,IG7 4DN,51.608424,0.1056,postcode_centroid,
FPQ29,CARTERS CHEMIST,HA9 7BS,51.552672,-0.296757,postcode_centroid,
FPQ37,SUPERDRUG PHARMACY,KT4 8DY,51.378579,-0.242127,postcode_centroid,
FPQ44,NR PATEL CHEMISTS,N13 4SE,51.612595,-0.121005,postcode_centroid,
FPQ49,CRAIG THOMSON PHARMACY,NW2 4RA,51.548238,-0.222124,postcode_centroid,
FPQ52,BOOTS,E8 1HR,51.548244,-0.0548,postcode_centroid,
FPR28,BRITANNIA PHARMACY,IG11 0TH,51.520599,0.107701,postcode_centroid,
FPT27,DAY LEWIS PHARMACY,SW9 9HR,51.468298,-0.119207,postcode_centroid,
FPT59,WELLCARE PHARMACY,UB5 4AP,51.551647,-0.368989,postcode_centroid,
FPV31,SADLERS PHARMACY,SE22 8JN,51.448369,-0.073195,postcode_centroid,
FPV36,SHIV PHARMACY,W1W 7QN,51.518645,-0.140427,postcode_centroid,
FPV41,DILLONS PHARMACY,W3 8PU,51.506756,-0.27089,postcode_centroid,
FPV82,HERBERT AND HERBERT,TW4 5NP,51.450458,-0.378872,postcode_centroid,
FPV83,SUPERDRUG PHARMACY,SW6 1NN,51.484909,-0.201876,postcode_centroid,
FPV87,BOOTS,SE9 1BW,51.450413,0.053243,postcode_centroid,
FPW04,DUNCANS PHARMACY,E12 6PQ,51.543851,0.049529,postcode_centroid,
FPW40,BRITANNIA PHARMACY,RM9 4ND,51.541393,0.114012,postcode_centroid,
FPW44,TOUCHWOOD PHARMACY,UB5 6LN,51.535431,-0.39421,postcode_centroid,
FPW48,WINCHESTER PHARMACY,UB10 8DQ,51.565429,-0.447605,postcode_centroid,
FPY15,PROCARE PHARMACY,NW9 6RS,51.588237,-0.251455,postcode_centroid,
FPY39,ASHBURTON PHARMACY,SW15 6HG,51.457191,-0.227666,postcode_centroid,
FPY92,WELLCARE PHARMACY,EN3 5JL,51.660545,-0.046235,postcode_centroid,
FQ011,STEARNS PHARMACY,N8 0RL,51.582636,-0.100027,postcode_centroid,
FQ054,ORBIS PHARMACY,SW4 7UH,51.46295,-0.13568,postcode_centroid,
FQ102,COOPERS CHEMIST,NW10 2PB,51.547606,-0.235058,postcode_centroid,
FQ264,SANTAS PHARMACY,N4 3RN,51.570532,-0.114456,postcode_centroid,
FQ347,PRESCRIPTION COUNTER,CR7 8SN,51.3975,-0.097041,postcode_centroid,
FQ399,BLACKWELLS CHEMISTS,BR3 3PS,51.402656,-0.036801,postcode_centroid,
FQ407,KINGS PHARMACY,HA7 1AR,51.606226,-0.300819,postcode_centroid,
FQ417,GLOBE CHEMIST,W12 9BA,51.500297,-0.239279,postcode_centroid,
FQ434,SHIVAS PHARMACY,CR0 2TG,51.383437,-0.107714,postcode_centroid,
FQ442,GARNERS ICKENHAM,UB10 8DF,51.564459,-0.44494,postcode_centroid,
FQ454,TESCO INSTORE PHARMACY,HA1 2TU,51.586338,-0.333651,postcode_centroid,
FQ459,ASDA PHARMACY,NW10 7LW,51.528722,-0.27013,postcode_centroid,
FQ521,BOOTS,NW6 4HJ,51.537698,-0.192657,postcode_centroid,
FQ525,C&H PHARMACY,N5 2LL,51.559515,-0.098263,postcode_centroid,
FQ551,CHURCHILL'S PHARMACY,HA3 0HD,51.583329,-0.314361,postcode_centroid,
FQ560,BOOTS,W9 1SY,51.52536,-0.179278,postcode_centroid,
FQ662,MEDIPHARM,CR2 9LA,51.3341,-0.076655,postcode_centroid,
FQ664,GREENLIGHT PHARMACY,NW2 3HD,51.552852,-0.210362,postcode_centroid,
FQ718,SHAFTESBURY PHARMACY,HA2 0AJ,51.572219,-0.354616,postcode_centroid,
FQ724,FOXLEY LANE PHARMACY,CR8 3EE,51.342242,-0.126281,postcode_centroid,
FQ756,BIN-SEENA PHARMACY,W2 2HZ,51.515462,-0.163848,postcode_centroid,
FQ953,TESCO INSTORE PHARMACY,KT3 4PJ,51.402364,-0.24031,postcode_centroid,
FQ977,BOOTS,WC1N 1AE,51.524182,-0.123897,postcode_centroid,
FQA23,SHERLOCK HOLMES CHEMISTS,W1U 6AA,51.519945,-0.156129,postcode_centroid,
FQA51,KRISONS CHEMIST,SE14 6TJ,51.474602,-0.027839,postcode_centroid,
FQA52,DAY LEWIS PHARMACY,TW1 4AG,51.445232,-0.330101,postcode_centroid,
FQA59,DAY LEWIS PHARMACY,DA7 5HH,51.473313,0.140499,postcode_centroid,
FQA73,HACKNEY PHARMACY,E5 9BQ,51.565297,-0.051201,postcode_centroid,
FQC29,CAMPION & CO CHEMIST,SE16 7JQ,51.49948,-0.052828,postcode_centroid,
FQC82,ANGIES CHEMIST,HA5 5PJ,51.59431,-0.380859,postcode_centroid,
FQD10,REGIONCHOICE LTD,E1 5QJ,51.523412,-0.054604,postcode_centroid,
FQD31,WELL-CHEM PHARMACY,IG3 8RA,51.564485,0.098057,postcode_centroid,
FQE36,HORN LANE PHARMACY,W3 6PG,51.514263,-0.268948,postcode_centroid,
FQF09,AKSHAR PHARMACIES,E17 5BZ,51.596623,-0.024073,postcode_centroid,
FQF47,WALLER CHEMIST,RM9 5AQ,51.542402,0.147605,postcode_centroid,
FQF62,JETSOL PHARMACY,E16 4PZ,51.519761,0.011518,postcode_centroid,
FQF83,DAY LEWIS PHARMACY,SE15 5SL,51.474157,-0.06645,postcode_centroid,
FQF97,HIGHLANDS PHARMACY,N21 1UJ,51.64634,-0.110662,postcode_centroid,
FQG36,DAYSTAR PHARMACY,E13 9HH,51.529542,0.024766,postcode_centroid,
FQH24,FISHERS ENMORE PHARMACY,SE25 5NT,51.393136,-0.067252,postcode_centroid,
FQH33,BOOTS,HA8 7HX,51.612363,-0.277654,postcode_centroid,
FQH50,JADE PHARMACY,TW5 0QU,51.484135,-0.372421,postcode_centroid,
FQH76,DAY LEWIS PHARMACY,SW2 1AH,51.45419,-0.12042,postcode_centroid,
FQH84,GRIFFITHS PHARMACY,KT3 6JF,51.394887,-0.238211,postcode_centroid,
FQH86,JHOOTS PHARMACY,SW10 0TX,51.480731,-0.184009,postcode_centroid,
FQJ10,W PRICE (CHEMIST),NW2 1NT,51.56703,-0.2107,postcode_centroid,
FQJ20,CHAPEL PHARMACY,E1 2LX,51.51336,-0.061763,postcode_centroid,
FQJ62,TESCO INSTORE PHARMACY,N3 1XP,51.603395,-0.19132,postcode_centroid,
FQJ73,MUNRO PHARMACY,E13 9AR,51.536501,0.035241,postcode_centroid,
FQJ85,GREEN LIGHT PHARMACY,N16 6LU,51.569339,-0.065011,postcode_centroid,
FQK44,BOOTS,N8 8DU,51.578923,-0.124097,postcode_centroid,
FQK49,SHEEL PHARMACY,SE13 7PA,51.465861,-0.011357,postcode_centroid,
FQK57,M SIMMONDS,N6 6QS,51.561589,-0.149813,postcode_centroid,
FQK91,THE NELSON PHARMACY,SW20 8DA,51.40983,-0.2102,postcode_centroid,
FQL02,CHASE PHARMACY,SE18 1JQ,51.487111,0.092501,postcode_centroid,
FQL21,REDWOOD PHARMACY,N10 2AE,51.598413,-0.138412,postcode_centroid,
FQL22,HOUSE OF MISTRY (CHEMIST),NW3 2PT,51.554468,-0.165912,postcode_centroid,
FQM06,BOOTS,SM1 1JG,51.363258,-0.193801,postcode_centroid,
FQM17,RAM DISPENSING CHEMIST,TW3 2EW,51.460083,-0.362927,postcode_centroid,
FQM69,WELLBEING PHARMACY,SW18 5LT,51.444986,-0.20507,postcode_centroid,
FQN03,BRITANNIA PHARMACY,RM10 7FP,51.561138,0.150824,postcode_centroid,
FQN66,BOOTS,BR4 0PU,51.377081,-0.01486,postcode_centroid,
FQN80,BORNO CHEMISTS,E4 9BW,51.607763,-0.001652,postcode_centroid,
FQP06,MORRISONS PHARMACY,N16 5SR,51.566027,-0.073607,postcode_centroid,
FQP07,DAY LEWIS PHARMACY,RM5 3BB,51.589901,0.167803,postcode_centroid,
FQP22,SHERRYS CHEMIST,UB1 1RR,51.509858,-0.376621,postcode_centroid,
FQP30,C GOODE PHARMACY,TW1 3RR,51.447727,-0.328456,postcode_centroid,
FQP40,WATERMAN PHARMACY,E17 6JG,51.588383,-0.031894,postcode_centroid,
FQP48,NEWGEN PHARMACY,E15 2LS,51.535444,-0.004762,postcode_centroid,
FQP73,WOODLANDS PHARMACY,SE13 6RN,51.449858,-0.005791,postcode_centroid,
FQQ74,K L PHARMACY,UB2 4XQ,51.502165,-0.363984,postcode_centroid,
FQR25,WEBBER PHARMACY,HA1 1PG,51.58377,-0.34089,postcode_centroid,
FQR61,MASTERS PHARMACY,SE3 8RP,51.474548,0.034295,postcode_centroid,
FQR66,H HARIA CHEMISTS,N11 1NE,51.61626,-0.142795,postcode_centroid,
FQR80,SUPERDRUG PHARMACY,SW9 8EA,51.462957,-0.115338,postcode_centroid,
FQT14,TOUCHWOOD PHARMACY,SE6 4DT,51.43885,-0.033423,postcode_centroid,
FQT67,KC PHARMACY,TW11 8QZ,51.426214,-0.33839,postcode_centroid,
FQT75,BOOTS,SW1E 6RA,51.496909,-0.137552,postcode_centroid,
FQT86,HAGGERSTON PHARMACY,E8 4HU,51.537245,-0.072169,postcode_centroid,
FQV26,BEEHIVE PHARMACY,IG1 3RD,51.57294,0.064518,postcode_centroid,
FQV39,BOOTS,E14 5NY,51.50307,-0.018583,postcode_centroid,
FQV74,MAPLESTEAD PHARMACY,RM9 4QS,51.534958,0.11083,postcode_centroid,
FQV93,MAYLANDS PHARMACY,RM12 4EQ,51.552912,0.190596,postcode_centroid,
FQW12,R&C PHARMACY,NW2 5SJ,51.547967,-0.223794,postcode_centroid,
FQW65,PARK LANE PHARMACY,SM5 3AG,51.365152,-0.161203,postcode_centroid,
FQW82,AVERY PHARMACY,SE9 2PH,51.450204,0.081904,postcode_centroid,
FQW94,NEWCARE PHARMACY,NW2 4NH,51.549537,-0.221194,postcode_centroid,
FQX57,SOLANKY CHEMIST,E12 6SA,51.542422,0.050489,postcode_centroid,
FQX71,RODING PHARMACY,IG4 5BQ,51.577017,0.045854,postcode_centroid,
FR011,CHARLES HARRY PHARMACY,TW1 2DX,51.455238,-0.310462,postcode_centroid,
FR092,BENCREST CHEMIST,RM11 1BH,51.569328,0.193275,postcode_centroid,
FR127,CLOCKWORK PHARMACY,E9 6QT,51.544133,-0.04661,postcode_centroid,
FR177,BENSON PHARMACY,W2 5ES,51.520874,-0.191551,postcode_centroid,
FR208,CENTRAL PHARMACY,NW6 1XJ,51.548784,-0.191353,postcode_centroid,
FR217,DAY LEWIS PHARMACY,SE15 5LJ,51.47455,-0.075548,postcode_centroid,
FR218,BARKERS CHEMIST,SW18 4DU,51.448456,-0.189218,postcode_centroid,
FR228,BEES PHARMACY,E5 0HD,51.55508,-0.041366,postcode_centroid,
FR247,PETTS WOOD PHARMACY,BR5 1DQ,51.38842,0.072989,postcode_centroid,
FR255,LEYTON PHARMACY,E10 6PP,51.561975,-0.003831,postcode_centroid,
FR289,BRENTMEAD CHEMISTS,NW10 9NH,51.547158,-0.25019,postcode_centroid,
FR299,BOOTS,KT6 7DW,51.38047,-0.281746,postcode_centroid,
FR307,AMIN PHARMACY,TW3 1NP,51.471011,-0.355394,postcode_centroid,
